,Make,Model,Variant,Ex_Showroom_Price,Launch_year,Purchased_Month,Distribution_chanel,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Sales_per_year_in_lakhs,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Ker_Weight,Gears,Ground_Clearance,Front_rakes,Rear_rakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,horsepower,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelase,Wheels_Size,Start_/_Stop_utton,12v_Power_Outlet,Audiosystem,Aux-in_Compatiility,Average_Fuel_Consumption,asic_Warranty,luetooth,oot-lid_Opener,oot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Diing_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-elt_in_Middle_Rear_Seat,Amient_Lightning,Cargo/oot_Lights,Drive_Modes,Engine_Ioilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-elt_Reminder,Seat_ack_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,AS_(Anti-lock_raking_System),Headlight_Reminder,Adjustale_Headrests,Gross_Vehicle_Weight,Airags,Door_Ajar_Warning,ED_(Electronic_rake-force_Distriution),Fasten_Seat_elt_Warning,Gear_Shift_Reminder,Numer_of_Airags,Compression_Ratio,Adjustale_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,US_Compatiility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EA_(Electronic_rake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatiility,ESP_(Electronic_Staility_Program),Cooled_Glove_ox,Recoended_Tyre_Pressure,Heated_Seats,Turocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlam,Engine_Type,ASR_/_Traction_Control,Cruise_Control,US_Ports,Heads-Up_Display,Welcome_Lights,attery,Electric_Range
181,Volkswagen,Ameo,Highline Plus 1.0L,"Rs. 7,99,900",2015,Septemer,Franchise,999 cc,3,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,2.1,45 litres,Petrol,1483,3995,1682,Sedan,4,16 km/litre,,19 km/litre,,1050 kg,5,165,Ventilated Disc,Drum,MacPherson Strut,Semi Independent Trailing Arm,1460,1456,195/55 R16,195/55 R16,Electric Power,All Windows,,Yes,76,95Nm3000-4300rpm,Digital,Analog,Analog,,5,Faric,Manual,2470,195 / 55 R16,,,US & Aux-in,Yes,Yes,,Yes,Manual,330 litres,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicale,Air Conditioning with cooling only,,,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1500 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,10.05.01,"Reach, Rake",,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,Yes,,,,,,Yes,,,,,
182,Volkswagen,Ameo,Gt Line Tdi Dsg,"Rs. 9,99,900",2015,May,Franchise,1498 cc,,,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,1,45 litres,Diesel,1483,3995,1682,Sedan,4,15.3 km/litre,21.73 km/litre,21.73 km/litre,,1184 kg,7,165,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1460,1456,195 / 55 R16,195 / 55 R16,Electric Power,All Windows,,,110,250Nm1500-2500rpm,Analog,Digital,Analog,Yes,5,Faric,Automatic,2470,R16,,Yes,CD Player with US & Aux-in,Yes,Yes,,Yes,Manual,330 litres,Yes,Yes,Yes,Digital,Front,,Yes,,,Yes,Push to Open,Yes,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1630 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,16.05.01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,,Yes,,Manual Adjustment,Yes,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,Yes,,,,,
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,"Rs. 28,14,500",2011,May,Franchise,1968 cc,4,,AWD (All Wheel Drive),In-line,S IV,,Injection,1,71 litres,Diesel,1672,4486,1839,SUV,5,17 km/litre,,17.06 km/litre,,1720 kg,8,149,Ventilated Disc,Solid Disc,McPherson Strut with Coil Spring Rear,Multi link,1578,1568,215/65R17,215/65R17,Electric Power,All Windows,"Yes, with memory",,141,340Nm1750-2750rpm,Analog,Analog,Digital,Yes,5,Leather,Automatic,2677,215/65R17,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,,,Internal,615 litres,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Not Applicale,3 Zone climate control,,Yes,Yes,,,,,,,,,Yes,,,Yes,,All Rows,2250 kg,"Drive side airag, Driver frontal airag, Front passenger curtain airag, Driver curtain airag, Curtain airags, Front passenger head airag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Auto Climate Control Air Conditioning,Rear sensors,,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,,
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,"Rs. 31,53,500",2011,May,Franchise,1968 cc,4,,AWD (All Wheel Drive),In-line,S IV,,Injection,1,71 litres,Diesel,1672,4486,1839,SUV,,18 km/litre,,17.06 km/litre,,1720 kg,,149,Ventilated Disc,Solid Disc,McPherson Strut with Coil Spring Rear,Multi link,1578,1568,235/55R18,235/55R18,Electric Power,All Windows,"Yes, with memory",Yes,141,340Nm1750-2750rpm,Analog,Analog,Digital,Yes,,Leather,Automatic,2677,235/55R18,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,,,Internal,615 litres,Yes,Yes,Yes,Digital,,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.75 meter,Yes,Driver & Front Passenger,Not Applicale,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,2250 kg,"Front passenger head airag, Drive side airag, Front passenger curtain airag, Driver curtain airag, Curtain airags, Driver frontal airag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,,,,
603,Volkswagen,Vento,Trendline 1.6 (P),"Rs. 8,76,500",2011,May,Franchise,1598 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,14,55 litres,Petrol,1467,4390,1699,Sedan,5,12.1 km/litre,,16.09 km/litre,,1140 kg,5,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,175/70R14,175/70R14,Electric Power,All Windows,,,105,153Nm3800rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2553,175/70R14,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,494 litres,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,All Rows,1680 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,Yes,2,,"Rake, Reach",,,Rear sensors,Yes,,,,,,,,,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,
604,Volkswagen,Vento,Highline 1.6 (P),"Rs. 9,99,900",2011,April,Franchise,1598 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,14.5,55 litres,Petrol,1467,4390,1699,Sedan,4,15 km/litre,,16.09 km/litre,,1140 kg,5,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,153Nm3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,1680 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,,,,
605,Volkswagen,Vento,Comfortline 1.6 (P),"Rs. 9,99,900",2011,Octoer,Franchise,1598 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,15,55 litres,Petrol,1467,4390,1699,Sedan,4,15 km/litre,,16.09 km/litre,,1137 kg,5,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,153Nm3800rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,,"Internal, With Remote",494 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,1680 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,Yes,2,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,,,Yes,,Manual Adjustment,,Yes,,Yes,,Yes,Yes,,,,,,,Yes,,,,Yes,,,,,
606,Volkswagen,Vento,Highline 1.2 (P) Dsg,"Rs. 11,97,500",2011,Novemer,Franchise,1197 cc,4,2,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,13,55 litres,Petrol,1467,4390,1699,Sedan,4,15 km/litre,,18.19 km/litre,,1179 kg,7,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,175Nm1500-4100rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1720 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,,,,
607,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,"Rs. 14,49,500",2011,January,Showroom,1197 cc,4,2,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,12,55 litres,Petrol,1467,4390,1699,Sedan,4,15 km/litre,,18.19 km/litre,,1174 kg,7,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,175Nm1500-4100rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1720 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,,,,
608,Volkswagen,Vento,Trendline 1.5 (D),"Rs. 9,58,500",2011,Octoer,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,14.5,55 litres,Diesel,1467,4390,1699,Sedan,4,14 km/litre,,20.64 km/litre,,1193 kg,5,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,175/70R14,175/70R14,Electric Power,All Windows,,,105,250Nm1500-2500rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2553,175/70R14,,Yes,Not on offer,,,2 years / Unlimited Kms,,Internal,494 litres,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,All Rows,1750 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,Yes,2,,"Rake, Reach",,,Rear sensors,Yes,,,,,,,,,Manual Adjustment,,,,,,,,,,Yes,,,,,,,,,,,,,
609,Volkswagen,Vento,Comfortline 1.5 (D),"Rs. 9,99,900",2011,January,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,13.2,55 litres,Diesel,1467,4390,1699,Sedan,4,15 km/litre,,20.64 km/litre,,1208 kg,5,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,250Nm1500-2500rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,,"Internal, With Remote",494 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,1750 kg,"Front passenger frontal airag, Driver frontal airag",Yes,,Yes,Yes,2,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,,,Yes,,Manual Adjustment,,Yes,,Yes,,Yes,Yes,,,Yes,,,,Yes,,,,Yes,,,,,
610,Volkswagen,Vento,Highline 1.5 (D),"Rs. 12,10,500",2011,Feruary,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,10,55 litres,Diesel,1467,4390,1699,Sedan,4,15 km/litre,,20.64 km/litre,,1211 kg,5,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,250Nm1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,1750 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,Yes,Yes,,,Yes,,Yes,,Yes,,,,Yes,,,,,
611,Volkswagen,Vento,Highline 1.5 (D) Dsg,"Rs. 13,36,500",2011,Feruary,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,9,55 litres,Diesel,1467,4390,1699,Sedan,4,15 km/litre,,21.5 km/litre,,1211 kg,7,163,Ventilated Disc,Drum,McPherson strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,250Nm1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,,,,,,Yes,,,,,,,Yes,Yes,All Rows,1770 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,Yes,Yes,,,Yes,,Yes,,Yes,,,,Yes,,,,,
612,Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,"Rs. 13,17,500",2011,Octoer,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,8,55 litres,Diesel,1467,4390,1699,Sedan,4,15 km/litre,,20.64 km/litre,,1211 kg,5,163,Ventilated Disc,Drum,Mc Pherson Strut with stailiser ar,Semi-independent trailing arm,1457,1500,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,250Nm1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2553,185/60R15,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",494 litres,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1750 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,Yes,,Yes,,,,,Yes,,Yes,,,,Yes,,,,,
613,Volkswagen,Vento,Gt Line (D),"Rs. 14,49,500",2011,Feruary,Showroom,1498 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,13.4,45 litres,Diesel,1469,3971,1682,Hatchack,5,19 km/litre,19 km/litre,19.91 km/litre,,1148 kg,5,165,Ventilated Disc,Drum,MacPherson Strut with Staoilizer ar,Semi-independent trailing arm,1460,1456,185/60R15,185/60R15,Electric Power,All Windows,,Remote,110,250Nm1500-2500rpm,Digital,Analog,Analog,2,5,Faric,Manual,2469,185/60R15,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"With Remote, Internal",250 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,,,,,,,Yes,Yes,,,,Yes,,Yes,Yes,All Rows,1620 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,,2,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,,,,Yes,,Yes,,,Yes,,,,Yes,,,,Yes,,,,,
614,Volkswagen,Vento,Gt Line (P) Dsg,"Rs. 13,17,500",2011,March,Showroom,1197 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,12,45 litres,Petrol,1469,3971,1682,Hatchack,5,17 km/litre,17 km/litre,17.21 km/litre,,1109 kg,7,165,Ventilated Disc,Drum,MacPherson Strut with Staoilizer ar,Semi-independent trailing arm,1460,1456,185/60R15,185/60R15,Electric Power,All Windows,,Remote,105,175Nm1500-4100rpm,Digital,Analog,Analog,2,5,Faric,Automatic,2469,185/60R15,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",280 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Push to Open,Digital,Manual,Analog + Digital,Yes,4.97 meter,Yes,Driver & Front Passenger,Not Applicale,Fully automatic climate control,Yes,Yes,Yes,,,Yes,Normal,Yes,Yes,,,,Yes,,Yes,Yes,All Rows,1580 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,,,,,Yes,Yes,,,,,,,Yes,,,,Yes,,,,,
1021,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",2009,Feruary,Showroom,1968 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,12.1,55 litres,Diesel,1456,4767,1832,Sedan,4,16 km/litre,,17.42 km/litre,,1535 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stailiser,1586,1570,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Remote,180,350Nm1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2786,215 / 60 R16,,2,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicale,3 Zone climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags, Front passenger curtain airag",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1022,Volkswagen,Passat,2.0 Tdi Highline,"Rs. 33,21,500",2009,March,Showroom,1968 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,12,66 litres,Diesel,1456,4767,1832,Sedan,4,17 km/litre,,17.42 km/litre,,1550 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stailiser,1586,1570,215/55 R17,215/55 R17,Electric Power,All Windows,,Remote,180,350Nm1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2786,215/55 R17,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicale,3 Zone climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag, Front passenger curtain airag, Rear passenger curtain airags",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1023,Volkswagen,Passat,2.0 Tdi Comfortline Connect,"Rs. 25,99,000",2009,Octoer,Showroom,1968 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,10.5,55 litres,Diesel,1456,4767,1832,Sedan,4,16 km/litre,,17.42 km/litre,,1535 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stailiser,1586,1570,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Remote,180,350Nm1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2786,215 / 60 R16,,2,CD Player with US & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicale,3 Zone climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags, Front passenger curtain airag",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
