,Make,Model,Variant,Ex_Showroom_Price,Launch_year,Purchased_Month,Distribution_chanel,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Sales_per_year_in_lakhs,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Ker_Weight,Gears,Ground_Clearance,Front_rakes,Rear_rakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,horsepower,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelase,Wheels_Size,Start_/_Stop_utton,12v_Power_Outlet,Audiosystem,Aux-in_Compatiility,Average_Fuel_Consumption,asic_Warranty,luetooth,oot-lid_Opener,oot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Diing_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-elt_in_Middle_Rear_Seat,Amient_Lightning,Cargo/oot_Lights,Drive_Modes,Engine_Ioilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-elt_Reminder,Seat_ack_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,AS_(Anti-lock_raking_System),Headlight_Reminder,Adjustale_Headrests,Gross_Vehicle_Weight,Airags,Door_Ajar_Warning,ED_(Electronic_rake-force_Distriution),Fasten_Seat_elt_Warning,Gear_Shift_Reminder,Numer_of_Airags,Compression_Ratio,Adjustale_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,US_Compatiility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EA_(Electronic_rake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatiility,ESP_(Electronic_Staility_Program),Cooled_Glove_ox,Recoended_Tyre_Pressure,Heated_Seats,Turocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlam,Engine_Type,ASR_/_Traction_Control,Cruise_Control,US_Ports,Heads-Up_Display,Welcome_Lights,attery,Electric_Range
652,Mahindra,Marazzo,M8 8 Str,"Rs. 14,76,538",2020,April,Franchise,1497 cc,4,,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,6.55,45 litres,Diesel,1774,4585,1866,MPV,5,17 km/litre,,17.3 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Doule wishone,Twist eam,,,215/60 R17,215/60 R17,Electric Power,All Windows,,Remote,121,300Nm1750-2500rpm,Digital,"Analog, Digital",Analog,Yes,8,Leather,Manual,2760,215/60 R17,,Yes,CD Player with US & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.25 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Front passenger frontal airag, Driver frontal airag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,,Yes,,,,,,,Yes,,,,,
653,Mahindra,Scorpio,S3 2Wd,"Rs. 9,99,994",2005,April,Franchise,2523 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,12.5,60 litres,Diesel,1930,4456,1820,SUV,5,15 km/litre,15.4 km/litre,15.4 km/litre,,,5,,Ventilated Disc,Drum,"Doule Wish-one type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll ar,,,P215/75R15,P215/75R15,Hydraulic Power,All Windows,,,121,200Nm1400-2200rpm,Digital,Analog,Analog,Yes,9,Vinyl,Manual,2680,P215/75R15,,Yes,Not on offer,,,2 years /75000 Kms (years/distance whichever comes first),,Manual,,,Yes,,Digital,Yes,,Front,Yes,3rd Year / up to 100000km from the date of delivery (whichever comes first),,With Remote,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2510 kg,,Yes,,Yes,,,,Rake,,,,,,,,,,,,,,,Yes,,Cup Holders,,,,,,Yes,,,,,,,,,,,,,
654,Mahindra,Scorpio,4Wd Getaway,"Rs. 12,36,258",2006,May,Franchise,2179 cc,4,2,4WD,In-line,S IV,"Front, Longitudinal",Injection,10,80 litres,Diesel,1874,5118,1850,SUV,5,16 km/litre,10.22 km/litre,10.22 km/litre,,1865 kg,5,210,Solid Disc,Drum,Doule wish-one with torsion ar,Semi-elliptical leaf spring with doule acting hydraulic shock asorer and sta ar,1450,1450,245/75R16,245/75R16,Electric Power,All Windows,,Remote,121,280Nm1800-2800rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,3040,245/75R16,Yes,Yes,CD Player with US & Aux-in,Yes,Yes,,Yes,Manual,460 litres,Yes,Yes,Yes,Digital,Yes,,Yes,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.7 meter,Yes,Driver & Front Passenger,Not Applicale,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,2610 kg,,Yes,Yes,,,,18.5,"Rake, Reach",,,Rear sensors with camera,,Yes,,,Yes,,Yes,,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,
655,Mahindra,Scorpio,2Wd Getaway,"Rs. 11,23,158",2006,March,Franchise,2179 cc,4,4,RWD (Rear Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,4.5,80 litres,Diesel,1874,5118,1850,SUV,5,17 km/litre,13.5 km/litre,13.5 km/litre,,2510 kg,5,210,Solid Disc,Drum,Doule wish-one with torsion ar,Semi-elliptical leaf spring with doule acting hydraulic shock asorer and sta ar,1450,1450,245/75R16,245/75R16,Electric Power,All Windows,,Remote,121,280Nm1800-2800rpm,Digital,Analog,Analog,Yes,5,Faric,Manual,3040,245/75R16,Yes,,Not on offer,Yes,Yes,,Yes,Internal,460 litres,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,5.7 meter,Yes,Driver Only,Not Applicale,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,2650 kg,,,Yes,Yes,,,,Rake,,Air Conditioner : Standard,Rear sensors with camera,,Yes,,,,,Yes,,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,
656,Mahindra,Scorpio,S5 2Wd,"Rs. 12,20,030",2005,March,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,5,60 litres,Diesel,1995,4456,1820,SUV,5,11.5 km/litre,15.4 km/litre,15.4 km/litre,,,5,,Ventilated Disc,Drum,"Doule Wish-one type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll ar,,,P235/65R17,P235/65R17,Hydraulic Power,All Windows,,,120,280Nm1800-2800rpm,Digital,Analog,Analog,Yes,9,Faric,Manual,2680,P235/65R17,,Yes,Not on offer,,,2 years /75000 Kms (years/distance whichever comes first),,Manual,,,Yes,,Digital,Yes,,Front,Yes,3rd Year / up to 100000km from the date of delivery (whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,,2,,Rake,,,,,,,,,,,,,,,Yes,,Cup Holders,,,,,,Yes,,,,,,,,,,,,,
657,Mahindra,Scorpio,S7 120 2Wd,"Rs. 13,30,006",2005,March,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,5.7,60 litres,Diesel,1995,4456,1820,SUV,5,11.5 km/litre,15.4 km/litre,15.4 km/litre,,,5,,Ventilated Disc,Drum,"Doule Wish-one type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll ar,,,P235/65R17,P235/65R17,Hydraulic Power,All Windows,,,120,280Nm1800-2800rpm,Digital,Analog,Analog,Yes,9,Faric,Manual,2680,P235/65R17,,Yes,Not on offer,,,2 years /75000 Kms (years/distance whichever comes first),,Manual,,,Yes,,Digital,Yes,,Front,Yes,3rd Year / up to 100000km from the date of delivery (whichever comes first),,With Remote,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,,2,,Rake,,,,,,,,,,,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,Yes,,,,,,,,,,,,,
658,Mahindra,Scorpio,S7 140 2Wd,"Rs. 13,60,668",2006,May,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,6,60 litres,Diesel,1995,4456,1820,SUV,5,11.5 km/litre,15.4 km/litre,15.4 km/litre,,,5,,Ventilated Disc,Drum,"Doule Wish-one type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll ar,,,P235/65R17,P235/65R17,Hydraulic Power,All Windows,,,140,320Nm1500-2800rpm,Digital,Analog,Analog,Yes,9,Faric,Manual,2680,P235/65R17,,Yes,Not on offer,,,2 years /75000 Kms (years/distance whichever comes first),,Manual,,,Yes,,Digital,Yes,,Front,Yes,3rd Year / up to 100000km from the date of delivery (whichever comes first),,With Remote,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,,2,,Rake,,,,,,,,,,,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,Yes,,,,,,,,,,,,,
659,Mahindra,Scorpio,S11 2Wd,"Rs. 15,40,081",2007,January,Showroom,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,7.5,60 litres,Diesel,1995,4456,1820,SUV,5,11.5 km/litre,15.4 km/litre,15.4 km/litre,,,5,,Ventilated Disc,Drum,"Doule Wish-one type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll ar,,,P235/65R17,P235/65R17,Hydraulic Power,All Windows,,,140,320Nm1500-2800rpm,Digital,Analog,Analog,Yes,9,Faric,Manual,2680,P235/65R17,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Manual,,Yes,Yes,,Digital,Yes,Yes,Front,Yes,3rd Year / up to 100000km from the date of delivery (whichever comes first),Yes,With Remote,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,,,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,Yes,2,,Rake,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,Yes,,Yes,,,,,,Yes,,,,,
660,Mahindra,Scorpio,S11 4Wd,"Rs. 16,63,054",2008,Octoer,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,5,60 litres,Diesel,1995,4456,1820,SUV,5,11.5 km/litre,15.4 km/litre,15.4 km/litre,,,5,,Ventilated Disc,Drum,"Hydraulic Doule Acting, Telescopic Shock Asorer",Multi Link Coil Spring Suspension with Anti-roll ar,,,P235/65R17,P235/65R17,Hydraulic Power,All Windows,,,140,320Nm1500-2800rpm,Digital,Analog,Analog,Yes,9,Leather,Manual,2680,P235/65R17,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Manual,,Yes,Yes,,Digital,Yes,Yes,Front,Yes,3rd Year / up to 100000km from the date of delivery (whichever comes first),Yes,With Remote,Digital,Manual,Analog + Digital,Yes,5.65 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,,,,Yes,,,2610 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,Yes,2,,Rake,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,Yes,,Yes,,Yes,,,,Yes,,,,,
661,Mahindra,Scorpio,S9 2Wd,"Rs. 14,23,710",2007,Octoer,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,5.8,60 litres,Diesel,1995,4456,1820,SUV,5,11.5 km/litre,15.4 km/litre,15.4 km/litre,,,6,,Ventilated Disc,Drum,"Doule Wish-one type, Independent Front Coil Spring",Multi Link Coil Spring Suspension with Anti-roll ar,,,P235/65R17,P235/65R17,Hydraulic Power,All Windows,,,140,320Nm1500-2800rpm,Digital,Analog,Analog,Yes,9,Faric,Manual,2680,P235/65R17,,Yes,CD Player with US & Aux-in,Yes,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Manual,,Yes,Yes,,Digital,Yes,Yes,Front,Yes,3rd Year / up to 100000km from the date of delivery (whichever comes first),Yes,With Remote,Digital,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,Yes,,,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,Yes,2,,Rake,,,,,Yes,,,,Touch Sensitive,,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,Yes,,,,,,,,Yes,,,,,
666,Mahindra,Xuv500,G At,"Rs. 16,10,180",2007,January,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,8,70 litres,Petrol,1785,4585,1890,SUV,5,17 km/litre,,13.85 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,235/65R17,235/65R17,Electric Power,All Windows,,Yes,1404,320Nm2000 - 3000rpm,Digital,Analog,Analog,Yes,7,Faric,Automatic,2700,235/65R17,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,With Remote,96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,16.05.01,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
667,Mahindra,Xuv500,W7,"Rs. 14,18,313",2007,Novemer,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Longitudinal",Injection,8.7,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,15.1 km/litre,15.1 km/litre,,1785 kg,6,200,Solid Disc,Solid Disc,McPherson type with anti-roll ar,Multilink type with anti-roll ar,1600,1600,P235/65 R17,P235/65 R17,Hydraulic Power,All Windows,Yes,Smart Key,155,330Nm1750-2800rpm,,,Yes,,7,Faric,Manual,2700,17,Yes,,CD Player with US & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,,Yes,,Yes,Digital,Yes,,Yes,,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,,Manual,Analog,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,,,Yes,2450 kg,"Driver frontal airag, Front passenger frontal airag",Yes,,Yes,,2,16.5,"Rake, Reach",,Air Conditioner : Standard,,,Yes,,,,Touch Sensitive,Yes,,,Electric Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,Yes,,,,,,Yes,,,,,
668,Mahindra,Xuv500,W7 At,"Rs. 15,39,488",2007,Novemer,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,6.7,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R17,P235/65R17,Electric Power,All Windows,,Yes,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Faric,Automatic,2700,P235/65R17,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Front passenger frontal airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.05.01,"Rake, Reach",,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
669,Mahindra,Xuv500,W9,"Rs. 15,88,943",2007,Septemer,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,7.88,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700,P235/65R15,Yes,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Front passenger frontal airag",Yes,Yes,Yes,Yes,2,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
670,Mahindra,Xuv500,W9 At,"Rs. 17,10,118",2007,June,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,7.1,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700,P235/65R17,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Driver frontal airag, Drive side airag",Yes,Yes,Yes,Yes,2,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
671,Mahindra,Xuv500,W11,"Rs. 17,16,319",2009,August,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,6.12,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R15,P235/65R15,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700,P235/65R15,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
672,Mahindra,Xuv500,W11 At,"Rs. 18,37,586",2010,Septemer,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,6.89,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/65R17,P235/65R17,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700,P235/65R17,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
673,Mahindra,Xuv500,W11 (O),"Rs. 17,41,319",2010,June,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,8,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Manual,2700,P235/60 R18,,Yes,CD/MP3/DVD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Rear passenger side airags",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
674,Mahindra,Xuv500,W11 (O) At,"Rs. 18,62,586",2010,July,Franchise,2179 cc,4,4,FWD (Front Wheel Drive),In-line,S IV,"Front, Transverse",Injection,8.9,70 litres,Diesel,1785,4585,1890,SUV,5,16 km/litre,,16 km/litre,,1785 kg,6,200,Ventilated Disc,Ventilated Disc,McPherson type with anti-roll ar,Multilink Type with Coil Spring,1600,1600,P235/60 R18,P235/60 R18,Electric Power,All Windows,,Smart Key,155,330Nm1750-2800rpm,Digital,Analog,Analog,Yes,7,Leather,Automatic,2700,P235/60 R18,Yes,3,CD Player with US & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",96 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"4th years /1,20,000 Kms (years/distance whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.6 meter,Yes,Driver & Front Passenger,Yes,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2510 kg,"Curtain airags, Driver frontal airag, Front passenger frontal airag, Front passenger side airag, Drive side airag",Yes,Yes,Yes,Yes,6,16.05.01,"Reach, Rake",,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,
